,Unnamed: 0,link,name
45,45,https://fbref.com/en/comps/54/schedule/Serbian-SuperLiga-Scores-and-Fixtures,Serbian_Superliga
46,46,https://fbref.com/en/comps/57/schedule/Swiss-Super-League-Scores-and-Fixtures,Swiss_Super_League
47,47,https://fbref.com/en/comps/29/schedule/Allsvenskan-Scores-and-Fixtures,Allsvenskan
48,48,https://fbref.com/en/comps/26/schedule/Super-Lig-Scores-and-Fixtures,Süper_Lig_Turkey
49,49,https://fbref.com/en/comps/39/schedule/Ukrainian-Premier-League-Scores-and-Fixtures,Ukrainian_Premier_League
50,50,https://fbref.com/en/comps/45/schedule/Primera-Division-Scores-and-Fixtures,Uruguayan_Primera_Division
51,51,https://fbref.com/en/comps/22/schedule/Major-League-Soccer-Scores-and-Fixtures,Major_League_Soccer
52,52,https://fbref.com/en/comps/105/schedule/Liga-FUTVE-Scores-and-Fixtures,Venezuelan_Primera_Division
53,53,https://fbref.com/en/comps/69/schedule/Challenger-Pro-League-Scores-and-Fixtures,Challenger_Pro_League
54,54,https://fbref.com/en/comps/38/schedule/Serie-B-Scores-and-Fixtures,Campeonato_Brasileiro_Serie_B
55,55,https://fbref.com/en/comps/10/schedule/Championship-Scores-and-Fixtures,Championship
56,56,https://fbref.com/en/comps/60/schedule/Ligue-2-Scores-and-Fixtures,Ligue_2
57,57,https://fbref.com/en/comps/33/schedule/2-Bundesliga-Scores-and-Fixtures,2_Bundesliga
58,58,https://fbref.com/en/comps/378/schedule/I-League-Scores-and-Fixtures,I-League
59,59,https://fbref.com/en/comps/18/schedule/Serie-B-Scores-and-Fixtures,Serie_B
60,60,https://fbref.com/en/comps/49/schedule/J2-League-Scores-and-Fixtures,J2_League
61,61,https://fbref.com/en/comps/51/schedule/Eerste-Divisie-Scores-and-Fixtures,Eerste_Divisie
62,62,https://fbref.com/en/comps/72/schedule/Scottish-Championship-Scores-and-Fixtures,Scottish_Championship
63,63,https://fbref.com/en/comps/48/schedule/Superettan-Scores-and-Fixtures,Superettan
64,64,https://fbref.com/en/comps/122/schedule/league-Scores-and-Fixtures,UEFA_Super_Cup
65,65,https://fbref.com/en/comps/205/schedule/Copa-Sudamericana-Scores-and-Fixtures,Copa_Sudamericana
66,66,https://fbref.com/en/comps/14/schedule/Copa-Libertadores-Scores-and-Fixtures,Copa_Libertadores
67,67,https://fbref.com/en/comps/1/schedule/World-Cup-Scores-and-Fixtures,FIFA_World_Cup
68,68,https://fbref.com/en/comps/685/schedule/Copa-America-Scores-and-Fixtures,Copa_America
69,69,https://fbref.com/en/comps/656/schedule/league-Scores-and-Fixtures,Africa_Cup_Of_Nations
70,70,https://fbref.com/en/comps/676/schedule/European-Championship-Scores-and-Fixtures,UEFA_European_Football_Championship
71,71,https://fbref.com/en/comps/677/schedule/UEFA-Nations-League-Scores-and-Fixtures,UEFA_Nations_League
72,72,https://fbref.com/en/comps/664/schedule/league-Scores-and-Fixtures,AFC_Asian_Cup
73,73,https://fbref.com/en/comps/905/schedule/Copa-de-la-Liga-Profesional-Scores-and-Fixtures,Copa_Liga_Profesional_Argentina
74,74,https://fbref.com/en/comps/690/schedule/EFL-Cup-Scores-and-Fixtures,EFL_Cup
75,75,https://fbref.com/en/comps/602/schedule/league-Scores-and-Fixtures,FA_Community_Shield
76,76,https://fbref.com/en/comps/514/schedule/FA-Cup-Scores-and-Fixtures,FA_Cup
77,77,https://fbref.com/en/comps/569/schedule/Copa-del-Rey-Scores-and-Fixtures,Copa_del_Rey
78,78,https://fbref.com/en/comps/646/schedule/league-Scores-and-Fixtures,Supercopa_de_Espana
79,79,https://fbref.com/en/comps/518/schedule/Coupe-de-France-Scores-and-Fixtures,Coupe_de_France
80,80,https://fbref.com/en/comps/604/schedule/league-Scores-and-Fixtures,Trophee_des_Champions
81,81,https://fbref.com/en/comps/693/schedule/Coupe-de-la-Ligue-Scores-and-Fixtures,Coupe_de_la_Ligue
82,82,https://fbref.com/en/comps/521/schedule/DFB-Pokal-Scores-and-Fixtures,DFB_Pokal
83,83,https://fbref.com/en/comps/606/schedule/league-Scores-and-Fixtures,DFL_Supercup
84,84,https://fbref.com/en/comps/529/schedule/Coppa-Italia-Scores-and-Fixtures,Coppa_Italia
85,85,https://fbref.com/en/comps/612/schedule/league-Scores-and-Fixtures,Supercoppa_Italiana
